BV,M
0.281,1.689
0.281,0.778
0.281,-0.749
0.282,2.908
0.282,2.437
0.282,2.069
0.282,2.559
0.283,0.997
0.283,2.326
0.283,3.007
0.284,2.165
0.285,2.749
0.285,3.454
0.286,1.126
0.287,2.661
0.287,3.175
0.287,-2.183
0.287,1.441
0.288,0.505
0.288,1.889
0.288,-3.349
0.289,1.574
0.289,-2.517
0.289,-2.803
0.289,0.898
0.290,-2.425
0.290,2.261
0.290,2.509
0.290,1.217
0.290,3.321
0.290,-1.855
0.290,1.322
0.290,1.740
0.291,2.891
0.291,1.991
0.291,3.074
0.291,2.421
0.291,3.738
0.293,2.987
0.293,2.128
0.294,-2.044
0.294,-4.630
0.295,0.284
0.295,3.521
0.295,2.762
0.295,1.829
0.295,2.600
0.296,-3.298
0.296,0.827
0.296,1.028
0.297,0.193
0.298,-4.228
0.298,3.254
0.298,-3.466
0.298,1.590
0.299,0.935
0.299,1.918
0.299,-2.162
0.299,2.316
0.300,-0.002
0.300,2.200
0.300,3.359
0.300,1.194
0.300,2.686
0.300,1.442
0.300,3.135
0.300,2.836
0.300,2.456
0.300,2.049
0.300,3.702
0.301,-2.492
0.302,1.681
0.302,0.436
0.302,1.282
0.302,0.678
0.302,-2.312
0.303,2.945
0.303,-1.720
0.304,3.448
0.304,1.089
0.304,1.765
0.305,2.529
0.305,3.545
0.306,5.327
0.306,3.047
0.306,3.216
0.307,2.759
0.307,0.572
0.307,3.988
0.308,2.352
0.308,2.263
0.308,0.872
0.309,-3.635
0.309,-3.524
0.309,2.171
0.309,2.610
0.309,1.908
0.310,1.363
0.310,1.004
0.310,2.439
0.310,2.865
0.310,1.995
0.310,1.574
0.310,1.240
0.311,3.388
0.311,3.290
0.312,3.145
0.312,4.377
0.312,1.818
0.312,-3.849
0.312,-2.523
0.312,-2.402
0.312,13.654
0.313,1.110
0.313,0.001
0.314,-2.043
0.314,2.077
0.314,2.988
0.314,-2.893
0.315,3.574
0.315,1.494
0.315,1.657
0.315,-2.738
0.315,3.733
0.316,2.683
0.316,2.508
0.316,-2.163
0.316,0.679
0.317,2.319
0.317,2.776
0.317,-1.022
0.318,2.164
0.319,3.223
0.319,3.073
0.319,3.455
0.319,1.934
0.319,2.870
0.320,0.859
0.320,2.413
0.320,1.776
0.320,-3.648
0.321,1.016
0.321,0.555
0.321,0.447
0.322,3.981
0.322,3.342
0.322,3.647
0.322,-3.344
0.322,1.230
0.322,1.445
0.324,3.146
0.324,1.613
0.324,1.859
0.324,2.562
0.325,2.064
0.325,2.976
0.325,2.660
0.325,2.246
0.326,1.334
0.326,3.522
0.326,0.319
0.327,3.786
0.327,-2.427
0.327,0.697
0.327,-2.060
0.327,12.933
0.327,4.057
0.327,2.344
0.328,0.942
0.328,2.819
0.328,3.057
0.328,1.110
0.329,3.402
0.329,0.225
0.329,2.159
0.330,1.541
0.330,2.479
0.330,3.283
0.331,2.901
0.332,2.733
0.332,1.695
0.332,3.711
0.332,3.593
0.332,-0.560
0.333,-3.120
0.333,1.217
0.333,0.797
0.333,3.864
0.334,1.865
0.334,2.581
0.334,3.159
0.334,-2.541
0.334,1.985
0.335,2.984
0.336,2.244
0.336,-1.879
0.336,2.381
0.337,3.477
0.337,1.059
0.337,2.107
0.337,1.614
0.338,3.359
0.338,2.661
0.338,2.800
0.338,-2.355
0.338,-2.727
0.338,1.348
0.338,4.357
0.339,4.077
0.339,0.478
0.339,4.446
0.339,-0.793
0.340,-1.408
0.340,3.089
0.340,3.246
0.341,2.509
0.341,0.728
0.341,9.970
0.341,-3.631
0.341,3.950
0.342,-3.487
0.342,1.459
0.342,3.699
0.342,1.795
0.343,1.133
0.343,1.913
0.343,3.593
0.343,2.872
0.344,2.731
0.344,2.594
0.344,1.274
0.344,0.402
0.345,2.328
0.345,3.433
0.346,2.144
0.346,2.043
0.346,4.558
0.347,2.432
0.348,3.150
0.348,-2.389
0.348,-4.672
0.348,1.709
0.348,-3.103
0.348,3.002
0.348,0.309
0.349,2.801
0.349,3.350
0.350,1.587
0.350,-1.793
0.350,3.249
0.350,4.061
0.350,4.327
0.351,3.880
0.351,-2.602
0.351,3.741
0.351,2.231
0.351,3.637
0.352,2.523
0.352,3.541
0.352,2.644
0.352,-1.381
0.352,1.866
0.353,1.464
0.353,1.984
0.353,2.887
0.353,0.385
0.354,0.882
0.354,0.971
0.355,2.120
0.355,2.380
0.356,1.290
0.356,11.743
0.357,3.052
0.357,3.181
0.357,-1.137
0.358,9.654
0.358,3.314
0.358,0.609
0.358,3.817
0.359,2.710
0.359,2.287
0.359,-1.496
0.359,2.809
0.359,4.124
0.360,2.964
0.360,1.772
0.360,-0.768
0.360,3.493
0.360,2.592
0.361,4.465
0.361,-2.327
0.361,2.198
0.361,1.530
0.361,4.006
0.361,-1.845
0.362,2.456
0.362,3.402
0.362,5.146
0.362,4.369
0.362,1.113
0.363,3.692
0.363,3.602
0.363,2.044
0.363,11.414
0.363,4.670
0.363,-4.591
0.363,-4.271
0.363,1.879
0.363,-3.162
0.364,2.886
0.364,-2.421
0.364,-2.634
0.364,0.736
0.365,-3.361
0.365,3.115
0.365,-1.001
0.365,3.255
0.365,1.251
0.366,1.662
0.366,0.829
0.366,12.784
0.366,-2.115
0.367,4.281
0.367,3.916
0.367,0.419
0.367,3.027
0.367,1.436
0.368,3.817
0.368,2.707
0.368,2.275
0.369,9.590
0.369,2.810
0.369,2.371
0.369,3.518
0.369,0.646
0.370,3.356
0.370,2.502
0.370,-4.214
0.370,2.166
0.370,-4.001
0.370,1.822
0.371,4.424
0.371,3.737
0.372,1.932
0.372,4.562
0.372,1.524
0.372,2.604
0.372,2.036
0.373,13.177
0.373,4.167
0.373,4.047
0.373,2.950
0.374,3.164
0.374,3.605
0.375,1.056
0.376,3.284
0.376,3.890
0.376,3.036
0.376,0.782
0.377,2.869
0.377,3.455
0.377,2.230
0.377,4.730
0.377,2.685
0.378,2.347
0.379,3.798
0.379,2.109
0.380,2.439
0.380,3.685
0.380,-0.527
0.380,4.102
0.380,1.712
0.381,1.254
0.381,1.836
0.381,-3.236
0.381,-2.073
0.381,4.257
0.381,2.561
0.381,1.926
0.382,3.353
0.382,1.148
0.382,3.220
0.382,-4.505
0.382,3.957
0.382,2.017
0.383,3.540
0.383,1.008
0.383,-1.916
0.383,0.226
0.383,2.951
0.383,0.532
0.383,3.121
0.384,-2.332
0.384,2.764
0.384,0.108
0.384,1.482
0.384,4.530
0.386,3.868
0.386,2.197
0.387,-3.595
0.387,2.867
0.387,3.040
0.387,2.649
0.387,5.324
0.388,6.540
0.388,3.423
0.388,4.176
0.388,1.626
0.388,2.498
0.388,1.375
0.389,0.688
0.389,3.725
0.389,-4.108
0.389,3.280
0.390,4.751
0.390,3.628
0.390,2.106
0.390,2.400
0.390,4.058
0.390,-3.151
0.391,1.936
0.391,2.299
0.391,3.178
0.392,1.750
0.392,3.543
0.393,2.579
0.393,10.111
0.393,3.952
0.393,-2.635
0.394,-2.740
0.394,6.768
0.394,4.450
0.394,3.809
0.394,-1.980
0.394,2.755
0.394,1.470
0.394,2.936
0.394,1.258
0.394,1.139
0.394,3.095
0.395,-3.720
0.395,6.283
0.395,12.707
0.396,7.456
0.396,5.116
0.396,4.598
0.396,1.847
0.396,4.305
0.397,3.452
0.397,0.174
0.397,2.460
0.397,2.219
0.397,-2.540
0.398,2.061
0.398,-2.924
0.398,3.367
0.398,3.695
0.399,2.838
0.399,2.346
0.399,3.259
0.399,1.005
0.399,3.603
0.399,0.903
0.399,4.746
0.399,4.032
0.399,3.007
0.400,2.656
0.400,1.950
0.400,4.175
0.400,-4.600
0.400,3.891
0.401,-3.394
0.401,-1.754
0.401,1.562
0.402,-3.086
0.402,1.400
0.402,1.666
0.402,1.757
0.403,3.780
0.403,2.551
0.404,3.171
0.404,4.511
0.404,-1.435
0.404,3.521
0.404,1.151
0.404,-3.689
0.405,0.614
0.405,2.280
0.405,2.147
0.406,3.082
0.406,2.783
0.406,3.421
0.406,4.676
0.406,2.439
0.406,1.839
0.407,4.113
0.407,2.038
0.407,2.922
0.407,3.978
0.408,4.293
0.408,0.838
0.408,3.651
0.408,4.903
0.409,3.316
0.409,-3.217
0.410,2.646
0.410,1.935
0.410,3.872
0.410,3.230
0.410,-2.817
0.411,1.583
0.412,-3.053
0.412,1.442
0.412,-2.577
0.412,2.207
0.412,3.763
0.412,3.562
0.412,3.005
0.413,1.218
0.413,2.561
0.413,6.123
0.413,1.780
0.413,-3.864
0.413,3.147
0.413,4.490
0.414,2.359
0.414,4.041
0.414,2.722
0.414,5.548
0.414,4.355
0.415,4.215
0.415,2.845
0.415,3.460
0.416,2.089
0.416,-1.638
0.416,3.944
0.417,3.685
0.417,2.459
0.417,0.535
0.418,-1.742
0.418,4.897
0.418,3.831
0.419,3.368
0.419,13.484
0.419,4.609
0.419,2.275
0.419,3.261
0.419,5.780
0.419,1.299
0.420,4.113
0.420,2.928
0.421,1.719
0.421,12.629
0.421,3.059
0.421,1.922
0.421,4.408
0.421,2.645
0.422,4.751
0.422,2.160
0.422,3.548
0.422,10.389
0.422,1.423
0.422,2.781
0.423,3.179
0.423,2.554
0.424,-2.454
0.425,3.989
0.425,11.128
0.425,3.448
0.425,2.406
0.425,3.744
0.426,4.190
0.426,1.627
0.426,1.822
0.426,4.301
0.426,3.904
0.426,1.162
0.426,2.051
0.426,-2.160
0.427,-2.988
0.427,-2.268
0.427,3.312
0.427,3.658
0.427,1.520
0.428,-2.700
0.428,2.305
0.428,-4.419
0.429,3.008
0.429,2.714
0.429,2.856
0.429,4.696
0.430,11.842
0.430,4.109
0.430,4.594
0.430,0.990
0.431,1.963
0.431,4.507
0.431,7.423
0.431,3.104
0.431,8.297
0.431,-2.057
0.431,4.933
0.431,4.404
0.431,3.533
0.432,2.186
0.432,3.204
0.432,-3.483
0.433,11.545
0.433,6.368
0.433,-1.938
0.433,0.576
0.433,5.122
0.433,3.837
0.433,11.976
0.433,2.588
0.433,3.387
0.433,10.331
0.433,4.027
0.434,2.936
0.434,1.259
0.434,2.432
0.435,3.745
0.435,1.791
0.435,4.291
0.435,1.700
0.435,2.093
0.436,4.187
0.436,3.937
0.436,13.847
0.437,2.342
0.437,1.492
0.437,3.660
0.437,2.779
0.437,0.729
0.437,3.297
0.438,4.745
0.438,3.032
0.439,2.686
0.439,5.264
0.439,4.640
0.439,1.876
0.440,3.468
0.440,3.140
0.440,4.861
0.440,2.014
0.441,-0.843
0.441,4.510
0.441,2.244
0.441,3.565
0.441,4.385
0.441,-1.324
0.442,4.095
0.442,2.485
0.442,4.986
0.443,2.865
0.443,-3.869
0.443,3.375
0.443,3.812
0.443,2.955
0.443,1.602
0.443,1.178
0.443,2.585
0.445,3.980
0.445,1.706
0.445,3.220
0.446,2.114
0.446,4.207
0.446,-2.855
0.446,-3.291
0.446,3.721
0.446,-2.703
0.446,2.368
0.447,4.295
0.448,2.732
0.448,5.345
0.448,1.320
0.448,5.160
0.448,3.070
0.448,3.896
0.449,1.899
0.449,1.787
0.449,6.691
0.449,4.461
0.449,4.748
0.450,3.498
0.450,2.267
0.450,5.864
0.450,3.612
0.450,1.445
0.451,5.556
0.451,4.063
0.451,5.042
0.451,-1.852
0.451,-1.108
0.451,11.388
0.451,2.530
0.451,-2.053
0.452,3.342
0.452,4.369
0.452,2.920
0.452,5.768
0.452,2.808
0.452,2.624
0.452,3.810
0.452,2.444
0.452,6.180
0.453,4.860
0.453,2.049
0.453,4.624
0.453,-1.490
0.454,3.139
0.454,0.953
0.454,4.155
0.455,3.973
0.455,3.259
0.455,1.560
0.455,3.421
0.455,1.228
0.455,4.528
0.456,3.706
0.456,4.293
0.456,-0.974
0.456,2.998
0.456,1.728
0.457,9.820
0.457,1.956
0.457,2.723
0.457,2.360
0.457,5.387
0.458,1.869
0.458,2.221
0.458,3.552
0.458,-2.606
0.458,-2.765
0.459,3.895
0.459,4.923
0.459,7.122
0.460,0.494
0.460,-3.258
0.460,4.436
0.460,-3.149
0.460,4.797
0.460,13.145
0.460,4.092
0.460,2.882
0.460,-4.256
0.461,4.216
0.461,3.073
0.461,2.614
0.462,2.449
0.462,4.667
0.462,3.202
0.462,3.802
0.462,11.534
0.463,-1.718
0.463,3.629
0.463,3.306
0.463,5.638
0.463,2.066
0.464,0.858
0.464,4.577
0.464,3.978
0.464,-2.370
0.464,3.479
0.464,6.019
0.465,2.289
0.465,2.157
0.465,3.389
0.466,-1.235
0.466,2.775
0.466,5.009
0.466,4.338
0.466,-3.963
0.466,1.416
0.467,1.797
0.467,7.471
0.467,6.106
0.467,1.611
0.467,2.989
0.468,4.484
0.468,3.716
0.468,2.536
0.468,1.934
0.469,5.239
0.469,4.143
0.469,8.111
0.469,3.892
0.469,4.746
0.469,4.838
0.469,1.192
0.470,3.125
0.470,2.875
0.470,2.647
0.470,3.572
0.470,2.394
0.470,4.045
0.471,4.248
0.471,3.233
0.471,5.134
0.472,4.644
0.472,2.220
0.472,4.405
0.473,-3.301
0.473,3.447
0.473,3.810
0.473,-2.884
0.473,2.016
0.474,4.558
0.474,2.104
0.474,-1.710
0.474,3.323
0.474,13.211
0.474,-1.458
0.474,4.945
0.475,1.868
0.475,3.042
0.476,2.952
0.476,2.777
0.476,3.661
0.476,5.031
0.477,3.978
0.477,12.712
0.477,1.721
0.477,2.320
0.477,4.311
0.477,5.267
0.478,6.308
0.478,4.110
0.478,3.177
0.478,1.467
0.479,2.475
0.479,3.515
0.479,4.702
0.479,4.198
0.479,7.267
0.479,10.525
0.479,2.860
0.479,3.874
0.479,4.849
0.480,2.685
0.480,3.741
0.480,1.610
0.480,4.497
0.481,3.388
0.481,5.115
0.481,13.067
0.481,2.172
0.481,1.970
0.482,1.042
0.482,-1.907
0.482,-3.242
0.482,3.268
0.482,12.414
0.482,2.564
0.483,4.413
0.483,-2.695
0.483,3.095
0.483,1.800
0.483,8.903
0.484,-0.724
0.484,4.627
0.484,4.967
0.484,0.364
0.484,1.887
0.484,3.607
0.485,1.381
0.485,4.037
0.485,2.982
0.486,5.761
0.486,4.271
0.487,3.458
0.487,3.822
0.487,2.388
0.487,11.408
0.487,5.346
0.487,4.157
0.487,2.751
0.488,3.194
0.488,3.933
0.488,3.689
0.488,2.276
0.488,4.545
0.488,2.085
0.488,10.423
0.488,4.884
0.488,2.889
0.488,4.759
0.489,5.056
0.489,-1.348
0.489,1.690
0.489,-1.450
0.490,5.436
0.490,2.648
0.490,5.232
0.490,-4.049
0.491,5.526
0.491,3.304
0.491,2.188
0.491,4.677
0.491,1.521
0.492,3.543
0.492,4.355
0.492,-3.782
0.492,3.051
0.493,4.442
0.493,11.128
0.493,7.075
0.494,2.547
0.494,11.247
0.494,4.073
0.494,1.945
0.494,4.954
0.494,-0.812
0.494,3.387
0.494,4.231
0.495,9.861
0.495,2.825
0.495,8.560
0.495,-1.086
0.495,4.820
0.495,3.781
0.495,2.948
0.495,3.988
0.496,6.071
0.496,11.974
0.496,0.630
0.496,3.630
0.496,2.714
0.496,2.455
0.496,3.231
0.496,4.589
0.496,3.876
0.497,-1.191
0.498,6.363
0.498,3.123
0.498,4.151
0.499,1.595
0.499,-1.618
0.499,8.766
0.499,2.298
0.499,5.871
0.499,5.439
0.499,2.085
0.499,1.709
0.500,3.459
0.500,4.506
0.500,5.132
0.500,4.393
0.500,2.626
0.500,2.207
0.501,1.495
0.501,3.330
0.501,4.290
0.502,3.546
0.502,4.716
0.502,5.559
0.502,10.851
0.502,5.037
0.503,5.317
0.503,4.873
0.503,4.068
0.503,3.039
0.503,1.933
0.503,2.377
0.504,-2.577
0.504,5.219
0.504,3.722
0.504,3.821
0.504,-1.898
0.504,2.904
0.504,-2.817
0.505,3.195
0.505,-3.437
0.505,3.920
0.505,-3.320
0.506,1.810
0.506,4.595
0.506,3.623
0.506,2.552
0.506,2.804
0.506,4.203
0.507,3.402
0.507,-2.088
0.507,6.689
0.507,4.448
0.508,2.147
0.508,0.246
0.508,4.347
0.509,3.997
0.509,5.100
0.510,5.506
0.510,2.707
0.510,4.804
0.510,6.049
0.510,3.507
0.510,3.107
0.510,5.606
0.511,-3.666
0.511,2.060
0.511,3.315
0.511,4.974
0.511,4.691
0.511,2.428
0.511,2.309
0.511,4.116
0.511,2.987
0.512,1.546
0.512,3.772
0.513,1.881
0.513,3.872
0.513,1.326
0.513,4.517
0.514,0.684
0.514,3.676
0.514,2.618
0.514,5.194
0.514,13.818
0.515,3.587
0.515,13.068
0.515,3.232
0.515,11.485
0.516,2.871
0.516,4.265
0.516,3.413
0.516,-2.495
0.516,5.788
0.517,2.773
0.517,10.266
0.517,4.433
0.517,2.211
0.518,4.604
0.518,-2.330
0.518,4.887
0.518,-1.734
0.518,5.380
0.518,7.771
0.518,4.026
0.518,1.459
0.518,2.519
0.519,-1.412
0.519,4.746
0.519,3.043
0.519,4.173
0.520,6.942
0.520,5.273
0.520,2.359
0.520,5.091
0.520,3.510
0.520,10.656
0.520,2.948
0.521,2.130
0.521,4.968
0.521,3.813
0.521,3.158
0.522,-1.102
0.522,7.228
0.522,3.312
0.522,1.307
0.522,2.664
0.523,5.961
0.523,3.904
0.523,3.636
0.523,4.358
0.523,4.507
0.523,-3.578
0.524,-3.835
0.524,2.016
0.524,13.023
0.525,1.847
0.525,3.406
0.525,4.660
0.525,2.832
0.525,5.507
0.526,4.269
0.526,3.729
0.526,5.198
0.526,2.253
0.526,4.095
0.526,4.838
0.527,-0.980
0.527,-1.332
0.527,3.992
0.528,10.915
0.528,2.489
0.528,3.076
0.528,1.395
0.528,4.183
0.529,3.223
0.529,4.434
0.529,7.129
0.529,5.366
0.529,2.919
0.530,5.065
0.530,1.718
0.530,2.742
0.530,3.543
0.530,6.359
0.530,3.847
0.530,4.581
0.530,2.129
0.530,6.459
0.531,4.948
0.531,4.758
0.531,2.581
0.531,-3.415
0.531,11.675
0.531,-0.593
0.531,5.910
0.532,3.326
0.532,1.946
0.532,2.397
0.532,3.650
0.532,12.403
0.533,11.902
0.533,4.346
0.534,5.579
0.534,1.802
0.534,12.608
0.534,3.431
0.535,5.291
0.535,4.121
0.535,3.765
0.535,4.258
0.535,4.660
0.535,9.544
0.536,5.146
0.536,3.950
0.536,2.272
0.536,4.862
0.536,4.501
0.536,3.014
0.537,3.149
0.537,-3.786
0.537,6.024
0.537,2.862
0.537,2.679
0.538,2.496
0.538,9.873
0.538,-3.494
0.539,3.253
0.539,3.579
0.539,2.145
0.539,1.651
0.540,4.035
0.540,8.894
0.540,5.650
0.540,4.982
0.540,3.852
0.540,4.752
0.541,3.348
0.541,4.425
0.542,4.182
0.542,5.222
0.542,5.474
0.542,2.770
0.542,5.358
0.542,3.674
0.542,1.404
0.542,-1.998
0.542,4.588
0.543,4.321
0.543,2.384
0.543,2.596
0.543,5.067
0.544,12.203
0.544,11.112
0.544,3.455
0.544,1.853
0.544,-1.044
0.544,2.033
0.544,3.090
0.545,5.816
0.545,4.828
0.545,7.206
0.545,6.254
0.545,9.110
0.545,0.858
0.546,6.054
0.546,3.929
0.546,2.969
0.546,1.728
0.546,3.196
0.546,4.103
0.547,3.773
0.547,4.671
0.547,11.375
0.547,3.284
0.547,3.541
0.547,2.275
0.547,2.515
0.548,-3.159
0.548,4.930
0.548,4.496
0.549,6.807
0.549,5.547
0.549,5.149
0.549,-1.211
0.549,2.876
0.550,4.013
0.550,2.167
0.550,-1.452
0.550,5.281
0.550,1.949
0.550,10.599
0.551,2.717
0.551,4.257
0.551,5.013
0.551,3.390
0.551,5.377
0.552,3.680
0.552,5.758
0.552,4.581
0.552,4.388
0.552,10.688
0.553,2.587
0.553,-1.005
0.553,3.855
0.553,4.786
0.553,2.407
0.554,-2.829
0.554,-2.634
0.554,3.110
0.555,12.157
0.555,10.219
0.555,5.676
0.555,13.398
0.555,2.957
0.556,4.133
0.556,3.469
0.556,3.255
0.556,3.599
0.556,1.736
0.557,4.669
0.557,-0.359
0.557,3.954
0.557,5.496
0.557,4.947
0.557,-1.727
0.557,5.085
0.557,2.303
0.558,5.899
0.558,5.215
0.558,3.769
0.558,2.494
0.558,6.150
0.558,2.665
0.558,-2.140
0.558,2.812
0.559,5.326
0.559,-3.402
0.559,4.042
0.559,4.504
0.560,4.326
0.560,11.782
0.560,4.238
0.560,4.861
0.561,1.910
0.561,5.615
0.562,4.747
0.562,4.597
0.562,3.047
0.563,11.299
0.563,3.881
0.563,3.169
0.563,3.529
0.563,3.700
0.564,3.331
0.564,-0.651
0.564,2.913
0.565,6.053
0.565,6.744
0.565,12.674
0.565,5.435
0.565,4.157
0.565,2.433
0.565,-1.361
0.565,2.127
0.566,5.814
0.566,10.233
0.566,4.432
0.566,5.009
0.566,1.043
0.566,5.538
0.566,5.121
0.566,3.971
0.566,2.550
0.566,-1.637
0.567,-1.762
0.567,5.234
0.567,-3.724
0.567,3.420
0.567,5.716
0.568,4.284
0.568,2.748
0.568,3.625
0.568,4.815
0.569,1.982
0.569,4.516
0.569,5.331
0.569,2.652
0.569,4.691
0.569,-0.255
0.569,6.922
0.569,3.777
0.569,3.246
0.570,2.317
0.571,3.001
0.571,11.353
0.572,4.901
0.572,5.906
0.572,4.091
0.573,-0.401
0.573,2.222
0.573,3.159
0.573,2.871
0.574,4.387
0.574,5.173
0.574,8.815
0.574,3.694
0.574,3.552
0.574,13.251
0.574,5.434
0.574,4.606
0.574,5.065
0.575,6.542
0.575,3.903
0.575,4.223
0.575,3.341
0.576,2.543
0.576,11.848
0.577,4.009
0.577,2.779
0.577,5.267
0.577,4.752
0.577,4.471
0.577,9.968
0.578,3.444
0.578,2.645
0.578,4.973
0.579,5.589
0.579,-3.210
0.579,3.231
0.579,3.771
0.579,1.846
0.579,-1.724
0.579,4.301
0.580,4.848
0.580,5.752
0.580,3.092
0.580,4.142
0.581,5.870
0.581,2.960
0.581,1.993
0.581,2.148
0.582,3.633
0.582,5.385
0.582,1.469
0.583,5.195
0.583,6.676
0.583,4.555
0.583,4.655
0.583,5.963
0.583,2.423
0.583,-3.742
0.583,4.381
0.583,2.301
0.583,6.124
0.584,5.048
0.584,3.373
0.584,3.933
0.584,3.519
0.584,4.063
0.586,6.275
0.586,2.872
0.586,2.591
0.586,3.845
0.586,2.716
0.586,4.214
0.586,5.299
0.586,12.002
0.586,-0.965
0.586,3.287
0.586,4.914
0.586,6.378
0.587,5.529
0.587,4.757
0.587,-1.251
0.587,10.857
0.587,1.687
0.587,5.660
0.587,4.470
0.588,6.570
0.589,3.045
0.590,3.705
0.590,11.887
0.590,5.889
0.590,11.602
0.590,9.243
0.590,5.787
0.591,1.931
0.591,3.198
0.591,-3.691
0.591,4.132
0.591,2.114
0.591,4.612
0.591,3.457
0.592,5.166
0.592,6.805
0.592,4.340
0.592,1.136
0.592,5.407
0.592,4.017
0.593,5.974
0.593,12.809
0.593,4.986
0.593,4.832
0.593,3.927
0.593,2.329
0.593,4.698
0.594,1.403
0.594,2.483
0.595,12.472
0.595,4.248
0.595,4.531
0.595,3.594
0.595,2.940
0.595,3.794
0.595,3.334
0.595,5.082
0.595,5.248
0.596,2.744
0.596,4.430
0.596,6.503
0.596,9.399
0.596,6.235
0.596,5.621
0.596,5.529
0.597,-0.661
0.598,1.834
0.599,8.741
0.599,3.052
0.599,5.351
0.600,5.856
0.600,4.905
0.600,3.223
0.600,4.095
0.600,4.637
0.600,11.265
0.601,4.328
0.601,4.757
0.601,3.463
0.601,3.667
0.602,3.968
0.602,-1.166
0.602,5.010
0.602,5.977
0.602,5.183
0.602,5.442
0.603,1.475
0.603,12.418
0.603,-0.941
0.603,-1.309
0.604,3.876
0.604,5.693
0.604,2.850
0.604,4.488
0.604,-1.526
0.604,5.097
0.604,4.190
0.605,5.276
0.605,3.579
0.605,3.132
0.605,3.790
0.606,6.808
0.606,2.268
0.606,3.332
0.606,4.402
0.606,2.408
0.606,2.727
0.607,5.586
0.607,5.787
0.607,-0.723
0.607,11.051
0.608,4.845
0.608,-2.268
0.608,11.869
0.608,1.077
0.608,4.584
0.608,2.979
0.609,4.052
0.609,5.876
0.609,4.933
0.609,5.381
0.609,12.901
0.609,3.243
0.609,2.633
0.609,12.242
0.610,4.690
0.610,5.500
0.610,3.706
0.610,1.686
0.610,4.269
0.611,3.437
0.611,3.962
0.612,2.136
0.612,5.176
0.612,5.044
0.612,2.009
0.613,5.970
0.613,1.247
0.613,-0.622
0.613,3.624
0.613,10.086
0.613,2.830
0.613,6.119
0.614,4.473
0.614,3.835
0.614,13.652
0.614,4.159
0.614,5.280
0.614,-0.882
0.615,7.629
0.615,4.373
0.615,4.789
0.615,5.664
0.615,12.314
0.616,0.439
0.616,2.708
0.616,5.816
0.616,6.344
0.616,-1.875
0.617,4.884
0.617,3.507
0.617,4.612
0.617,2.949
0.617,5.429
0.617,5.555
0.617,3.363
0.618,3.758
0.618,11.345
0.618,4.083
0.619,1.855
0.619,-3.211
0.619,6.215
0.619,3.266
0.619,4.988
0.620,5.105
0.620,4.285
0.620,-3.485
0.620,11.693
0.620,3.949
0.621,2.456
0.621,3.673
0.621,5.210
0.621,1.506
0.621,4.689
0.621,5.938
0.621,8.235
0.621,2.143
0.622,9.248
0.622,4.533
0.622,5.354
0.623,4.444
0.623,3.048
0.623,11.505
0.624,4.152
0.624,2.825
0.624,5.611
0.625,3.581
0.625,4.778
0.625,5.850
0.625,10.313
0.625,13.471
0.625,3.159
0.625,5.713
0.626,5.517
0.626,3.438
0.626,6.382
