B-V,M_V
0.7200,5.7882
0.6900,5.4282
0.6300,5.0782
0.8300,5.6082
0.7600,5.3782
0.5800,3.8982
0.6300,3.9982
0.6600,5.2282
0.8600,5.2782
0.6800,4.8082
0.5700,4.6982
0.5700,4.5182
0.7300,5.4682
0.8000,5.5382
0.5400,4.6182
0.7900,5.4282
0.6700,5.3582
0.7600,5.8182
0.5900,4.0682
0.6500,5.0982
0.8000,5.6882
0.7100,5.4682
0.5800,5.0982
0.6000,4.8282
0.6500,4.4882
1.1700,-0.4418
0.5900,4.5982
0.6700,5.1282
0.6200,3.5982
0.5700,4.7082
0.6900,5.7082
0.7100,3.9182
0.7000,5.4182
0.6900,5.2282
0.6900,5.4282
0.5900,5.0182
0.7000,5.4382
0.5900,5.4482
0.5800,5.4582
0.9500,1.0282
0.7500,5.1082
0.6300,4.6082
0.7800,5.6182
0.5900,4.8482
0.5600,4.5682
0.8500,5.6182
0.7800,5.2782
0.6000,4.5882
1.0800,4.5282
0.6900,2.4382
0.6400,5.1482
0.6100,4.6382
0.8400,2.5282
0.6900,5.8682
0.8700,1.9482
0.4800,4.5482
0.6100,4.0082
0.8000,5.6782
0.7500,5.5782
0.5100,3.9682
0.7600,5.3382
1.1200,4.6082
0.6600,5.1182
0.5700,5.5682
0.9500,1.3182
0.8300,3.2882
0.7300,4.8982
0.7300,3.9182
0.7900,3.6082
0.5200,4.2682
0.6000,4.9782
0.6200,4.8482
0.6400,5.5282
0.6500,5.1682
0.6400,4.2782
0.6600,4.9982
0.6700,5.5482
0.7400,5.2282
0.8300,5.6382
0.7000,5.1682
0.6900,5.2782
0.8000,3.1282
0.4000,4.6382
0.6200,5.0282
0.5800,4.5382
0.7000,5.0882
0.5300,4.5082
0.6100,4.9582
0.6200,5.1982
0.6200,4.6182
0.5100,4.4082
0.8100,3.2882
0.7200,5.5682
0.6300,4.0982
0.7700,5.1582
0.8400,5.5182
0.5700,4.6582
0.4500,4.2182
1.1100,4.4182
0.7500,5.5582
0.6300,5.2982
0.8600,5.6882
0.8800,5.5182
0.6400,5.2382
0.8600,0.7082
0.6300,4.7282
0.8400,0.6282
0.8400,4.4582
0.6800,4.9582
0.6200,4.7082
0.4200,3.7582
0.4000,5.0282
0.6000,5.2682
0.7000,5.4982
0.8700,5.5082
0.7000,5.2082
0.5400,4.3382
0.7400,5.4082
0.6000,4.4382
0.6700,5.1582
0.8100,5.6682
1.1500,-0.2318
0.6700,4.3382
0.8100,5.5382
0.6900,5.6682
0.6700,5.1182
0.6200,5.4182
0.5600,4.6882
0.4800,4.4882
0.9900,5.3082
0.6700,5.2582
0.5700,4.9782
0.6400,4.2582
0.6100,4.9682
0.6500,5.1082
0.6600,3.9782
0.9600,5.2982
0.5400,4.6482
0.6000,4.9882
0.8800,2.0282
0.6500,4.9082
0.7700,3.7482
0.6800,5.1982
0.6100,4.9482
0.5800,4.2882
0.5800,3.9782
0.5400,4.7582
0.6500,4.0382
0.7900,5.6882
0.6300,5.5882
0.5900,5.1082
0.7400,5.5082
0.8200,2.3882
0.6200,4.5282
0.7200,1.6582
0.8700,5.4182
0.6200,5.3582
0.6400,3.9482
0.5900,4.2482
1.0500,0.6782
0.5900,5.0182
0.5000,4.9482
0.6100,5.9882
0.5900,5.1782
0.6000,4.2482
0.7400,5.7282
0.6100,4.9882
0.6000,4.0682
0.7700,3.4982
0.9200,5.6682
0.7700,5.4582
0.8800,1.9682
0.7400,5.3382
0.6200,4.0282
0.8100,5.6282
0.5600,4.2382
0.6900,5.7182
0.7800,5.5182
0.6000,4.0282
0.6300,4.7082
0.5700,4.7082
0.7400,5.8782
0.6200,4.0082
0.6500,4.4582
0.5400,4.7082
1.6100,4.8282
0.5800,4.5382
0.7500,5.4282
0.5700,4.5982
0.8700,5.7082
0.6800,4.6382
0.7400,2.9382
0.8100,5.4282
0.6000,5.3182
0.6000,4.5682
0.9000,5.6282
0.7500,3.8282
0.5600,4.8282
0.8500,5.6182
0.1600,4.1982
1.4300,3.3582
0.6400,4.2782
0.6100,5.1482
0.8800,5.7482
0.6000,3.9882
0.4900,4.9382
0.7100,5.2082
0.6500,3.9682
0.7600,5.8782
0.5900,4.3782
0.7600,5.6482
0.6000,4.5282
0.6500,3.9382
0.6300,4.9482
0.6500,5.1382
0.7800,4.6282
0.6500,4.8082
0.6300,5.4582
0.7100,5.5282
0.7800,5.4982
0.5100,4.5982
0.6700,4.5582
0.6700,5.1982
0.6600,4.0882
0.6500,4.8682
0.6700,5.7082
0.7200,5.6382
0.5900,4.2782
0.5700,4.9182
0.6000,4.0482
0.7000,4.9382
0.7600,5.6882
0.6600,5.3282
0.8000,5.4582
0.7500,5.4282
0.8300,5.7682
0.5800,4.6482
0.7800,5.6882
0.5400,3.9782
1.5200,3.7882
0.6000,4.1682
0.6500,5.5282
1.4500,-1.0718
0.6500,4.6182
0.9100,5.5982
0.5700,5.1782
0.6800,4.9382
0.6400,4.7882
0.5500,4.7482
0.6500,4.8082
0.6000,4.4682
0.5800,5.0282
0.6200,4.4682
0.8600,3.7282
0.5200,3.4282
0.7400,5.2382
0.6000,4.3082
0.8500,5.6382
0.8000,5.5582
0.5800,4.6782
0.6000,5.2782
0.8700,5.5982
0.6200,5.1782
0.6600,5.0882
0.6000,4.7082
1.1900,-0.0318
0.9100,5.6682
0.3700,4.5682
0.6000,4.9682
0.6000,4.1882
0.5900,4.4482
0.6200,4.5282
0.5900,4.0482
0.5400,4.6382
0.7900,5.5582
1.5300,-1.0818
0.6700,5.2482
0.5700,4.6782
0.6600,5.6482
0.4800,4.0882
0.5100,4.6282
0.6200,4.7282
0.4900,5.0282
0.6400,5.0382
0.7300,5.5482
0.5800,4.6982
0.6500,4.8682
0.6100,5.1982
0.6200,4.6482
0.6300,4.4582
0.6300,5.1082
0.6000,4.1582
0.7600,5.0782
0.6800,5.4082
0.7300,5.4282
0.6500,4.8282
0.6200,4.6282
0.8600,2.0882
1.7100,5.2182
0.6500,5.2482
0.5900,4.9382
0.7500,5.3482
0.6000,4.8482
0.9400,1.3182
0.6600,4.8782
0.6600,4.7182
0.6300,5.4582
0.7300,5.3482
0.6300,4.0182
0.8600,0.7782
0.6100,2.5882
0.7100,5.4282
0.7600,5.7782
0.8100,5.7382
0.7700,5.6882
1.0800,4.5082
0.8400,5.4382
0.5500,3.1682
0.6900,5.1982
0.6100,4.0082
0.6200,4.4282
0.5300,4.5682
0.5900,5.0882
0.7100,5.2682
0.6000,4.0382
0.5300,3.9482
0.6000,4.7682
0.7000,5.1782
0.6400,3.9482
0.4000,5.3582
0.6000,4.8882
0.6900,5.5682
0.5400,4.7782
0.7300,5.4982
0.7800,5.6982
0.8000,2.1482
0.5100,4.4182
0.5200,4.5282
0.6100,4.6382
0.7800,5.7382
0.6900,5.3282
0.6600,5.1482
0.6600,5.5482
0.6800,5.2082
0.5800,4.2982
0.5000,4.0182
0.6300,5.5182
0.4200,5.0482
0.7600,5.0082
0.8400,2.5882
0.6200,3.8982
0.5700,4.8382
0.7400,5.5982
0.7600,5.4982
0.7600,5.3482
0.6200,4.9782
0.6400,4.9682
0.5100,4.7782
0.5700,5.5082
0.6400,5.2082
0.5700,4.1282
0.6200,4.7982
0.6700,5.1682
0.5900,4.9482
0.9000,5.3582
0.5200,3.9982
0.7800,5.8082
0.5900,4.4982
0.6700,3.8982
0.7200,5.1982
0.1000,4.7982
0.7000,5.5282
0.5800,4.7482
0.5500,4.6882
0.5600,3.8682
0.5500,4.1382
0.2800,4.2782
0.4700,4.2582
0.6500,4.9282
0.6700,4.8982
0.7000,5.6082
0.7800,5.6082
0.7000,5.7182
0.7000,5.2782
0.8300,5.5882
0.6400,4.7782
0.8500,2.6282
0.9600,4.8182
0.7500,5.4282
0.6500,5.2482
0.6700,4.8182
0.7100,5.4682
0.6100,5.3682
0.7500,5.5582
0.6500,5.5582
0.6200,4.2982
0.5600,4.7482
0.7100,5.7082
0.3800,4.0882
0.6700,5.4982
0.5600,4.7982
0.7300,5.3482
1.0100,4.7782
0.7200,5.2482
0.7000,1.7082
0.6400,3.8682
0.6400,5.5582
0.7900,5.4482
0.5500,4.4682
0.3900,3.9182
0.5900,4.7582
0.6000,5.3482
0.7000,5.3782
0.6700,4.8682
0.5600,4.6782
0.6600,5.2482
0.8300,3.1582
0.6700,5.2382
0.5900,4.0082
0.5900,4.8282
0.8000,2.6882
0.6400,4.8282
0.6400,5.6182
0.5200,4.1882
0.6300,5.1182
0.5600,5.0082
0.5300,4.9282
0.5800,4.0182
0.5900,5.2782
0.6700,5.3982
0.6300,5.6882
0.6600,5.7182
0.6200,5.6582
0.6200,4.7682
0.7600,5.2582
0.9000,0.2882
0.6900,3.7382
0.6500,4.7582
0.5800,4.5382
0.8200,3.4882
0.6000,4.5282
0.6300,4.2482
0.6300,4.9082
0.6700,4.0782
0.6600,5.5782
0.7600,3.8482
0.6100,4.9282
0.8600,2.3682
0.5600,4.0182
0.5700,4.1782
0.5800,5.0782
0.9300,1.3382
0.6000,5.4782
0.5800,4.5182
0.6700,5.3982
0.5500,4.2282
0.6800,5.5882
0.7000,5.6182
0.8200,3.6582
1.2100,-0.1618
0.5900,4.3682
0.6100,5.2182
0.6900,2.8782
0.5000,3.9782
0.5400,4.8982
0.6600,3.8982
0.6300,5.0982
0.6500,5.6582
0.5800,4.9982
0.6300,5.2082
0.6100,4.9182
0.6900,1.8782
0.5700,3.9782
0.5600,4.8782
0.6500,5.6782
0.6500,5.5282
0.7500,5.6082
0.6800,5.6182
0.5800,5.1482
0.6500,5.9482
0.5600,4.0982
0.5600,4.6182
0.6500,3.7582
0.5200,4.6782
0.5800,4.8782
0.4400,4.3882
0.5800,4.5982
0.3800,4.0582
0.7100,5.5082
0.6300,5.0682
0.6100,4.7082
0.6900,5.3882
0.9100,5.0082
1.1400,3.3382
1.1800,0.2182
0.7900,2.5882
0.5700,5.0082
0.5200,4.0582
0.7200,0.6382
0.7100,5.4382
0.6500,5.3582
0.7200,5.4982
0.6400,4.7482
0.6200,4.9482
0.5600,4.2182
1.0600,3.3982
0.6500,5.2182
0.6300,5.1482
0.6800,5.4382
0.5800,4.7482
0.6200,4.8582
0.6400,5.1882
0.6300,5.2182
0.6000,4.6882
1.1100,4.4682
0.6700,5.3782
1.2500,4.0082
0.5800,4.4982
1.0300,4.1582
0.6500,3.9582
0.4900,4.1782
0.5200,4.3182
0.7000,5.2182
0.6600,5.0482
0.7100,5.1982
0.6800,5.0182
1.5300,-1.1418
0.6100,4.2782
0.6400,4.5182
0.8300,1.6182
0.6100,5.1482
0.5900,4.7482
0.5400,4.6882
0.6500,3.9382
0.7200,5.0082
0.6300,4.7182
0.6800,3.5982
0.5200,4.8782
0.7200,5.4682
1.1100,4.5282
0.6400,3.8582
1.1800,3.5782
0.5700,4.3582
0.6600,5.4182
0.5600,4.7782
0.6400,5.1182
0.8800,2.0882
0.6500,4.9382
0.6800,4.9382
0.5500,4.2582
0.5600,5.3982
0.7200,5.2182
0.5700,4.1882
0.5800,4.9082
0.6200,4.9982
0.7400,5.3282
0.7400,5.6182
0.5700,4.5782
0.5900,4.7082
0.6300,5.3882
0.5600,4.7882
0.8000,5.2682
0.8800,5.4482
0.8800,5.5782
0.4200,5.0582
0.6800,5.2682
0.5600,4.5382
0.5200,3.6582
0.9000,0.8782
1.0700,0.4582
0.5100,4.9082
0.4100,4.7382
0.9600,4.7882
0.5500,3.8182
0.7100,5.5082
0.5400,4.8382
0.6100,5.6382
0.8400,2.8382
0.5600,4.2982
0.7200,5.1382
0.6800,5.6182
0.7600,5.6782
0.6400,4.5482
0.5300,4.9782
0.6000,4.2982
0.7200,5.3382
0.6300,4.2782
0.6900,5.5182
0.4900,5.1582
0.6900,5.2082
0.6700,5.6282
0.5700,4.5482
0.6600,5.1682
0.8300,3.9882
0.9200,5.3282
0.9200,5.5882
0.5700,5.2182
0.5600,5.0482
0.6200,5.2082
0.4900,4.0782
0.2900,2.8282
0.6300,4.7582
0.5900,4.0682
0.5700,4.7582
0.6700,3.8782
0.5400,5.5082
0.5700,5.0482
0.6800,5.2282
0.5000,3.9282
0.6400,5.1182
0.7100,5.3382
0.6200,4.5882
0.9200,1.7182
0.6400,4.5182
0.7200,3.8982
0.5400,4.3382
0.5500,4.4282
0.7600,3.0582
0.5500,4.3082
0.6900,3.1082
0.6200,4.3382
0.6700,5.1882
0.5500,4.7482
0.5800,4.6282
0.5900,4.1182
0.6800,5.2282
0.5800,4.9382
0.6200,5.1382
0.5400,4.4782
0.5900,4.9982
0.5400,4.6182
0.6100,3.9482
0.6500,4.2282
0.8100,2.7082
0.8100,2.9182
0.5300,4.5182
0.4300,4.5482
0.5500,4.3882
0.6600,5.1082
0.6800,3.8282
0.8500,0.6982
0.5200,4.3582
0.6600,5.2482
0.6900,5.4982
0.7300,5.6282
0.6400,5.2482
0.7000,3.1282
0.6100,5.3782
0.6200,4.7882
1.7600,4.0682
0.6400,5.3382
0.7000,3.7882
0.6100,4.8482
0.4200,4.6182
0.7000,5.7682
0.5600,5.3382
0.7900,3.3082
0.8200,5.6382
0.5700,4.9582
0.6900,5.6482
0.7400,5.6982
0.6200,4.8982
0.5500,4.6082
0.3800,4.2282
0.5900,4.8982
0.5700,4.4882
0.6200,5.1682
0.5500,4.0382
0.6300,5.0982
0.5400,5.0082
0.7000,5.9782
0.6500,5.4682
0.6000,5.2282
0.5900,4.3982
0.7600,5.4182
0.5800,5.8182
0.7800,5.8182
0.8300,2.7382
0.8400,5.1782
0.7300,5.7882
0.5600,4.8582
0.6900,5.5682
0.5800,4.0482
0.7800,5.7882
0.7600,5.4282
0.7200,5.7782
0.5400,5.0782
0.7500,5.8082
0.6900,5.8682
0.6700,5.8582
0.7200,5.5782
0.6000,5.4482
0.6800,5.1882
0.5100,4.4182
2.0800,2.8982
0.6600,3.8482
0.9300,5.1482
0.6100,5.3382
0.4700,4.3082
0.5400,5.3082
0.6500,5.0182
0.7200,5.9082
0.5700,5.1682
0.7300,5.4082
0.6700,5.9282
0.6000,4.4282
0.9500,5.5382
0.3700,4.7282
0.8300,1.8682
0.7800,5.3982
0.6000,5.2382
0.6600,3.8782
0.5800,4.3282
0.8000,0.4882
0.5900,3.9182
0.5700,4.5282
0.5900,5.2582
0.5700,5.1182
0.6300,5.4282
1.3100,2.4982
0.6600,4.2182
0.5500,4.9682
0.5900,4.0982
0.6100,3.8782
0.6600,5.6282
0.6000,5.3582
0.7600,5.5382
0.6300,3.9082
0.5700,4.7982
0.5300,4.6682
0.5400,4.5282
0.6800,5.9182
0.6200,5.9882
0.5400,4.5982
0.5700,5.2382
0.5500,4.8882
0.6800,3.7582
0.6700,5.3682
0.4800,3.9782
0.4400,3.6082
0.5100,4.1682
0.6800,3.8682
0.5600,4.6282
0.6700,5.3182
0.6900,5.8882
0.6100,5.2182
0.6400,4.5482
0.5800,4.6782
0.6000,3.8782
0.6600,5.2582
0.7400,5.6982
0.6700,5.4882
0.5900,4.8282
0.6800,5.3382
0.8100,5.7882
0.5900,5.2182
0.8300,5.5682
0.7000,5.6982
0.6600,5.6782
0.6100,5.4082
0.6000,3.9882
0.5400,4.0882
0.7100,5.6582
0.7300,5.6282
0.8100,5.7482
0.7200,5.7282
0.5600,4.1682
0.6700,5.4182
0.7100,5.6982
0.5800,4.6982
0.7400,5.5282
0.7700,3.8082
0.6200,5.3482
0.5900,4.0382
0.6100,5.4282
0.8500,5.7082
0.7900,3.2882
0.7200,5.5982
0.6200,4.8782
0.6300,5.4482
0.6300,4.9682
0.5400,4.7682
0.7500,5.9482
0.6600,5.5582
0.8300,5.8182
1.4500,3.9882
0.7500,4.3282
0.6500,5.5182
0.9000,5.5382
0.8000,5.5582
0.6500,5.3082
0.7600,5.1782
0.6400,5.2482
0.7800,5.6382
0.7300,5.6382
0.8000,5.7282
0.8100,5.8382
0.8100,5.9082
0.7900,5.4282
0.8000,5.5982
0.6500,5.3382
0.4900,4.4282
0.6400,3.8582
0.9000,5.6482
0.6300,5.0482
0.7700,5.9382
0.6000,5.0482
0.5800,4.3982
0.6400,5.3382
0.7500,5.8782
0.6500,5.9682
0.6100,4.5882
0.5900,3.8682
0.7200,3.2582
0.2600,5.1882
0.6400,5.3882
0.6900,5.3082
0.6400,5.3482
0.6600,5.3482
0.7800,5.7282
1.0500,4.9482
0.5400,4.2182
0.5500,4.9482
0.5100,4.2582
0.5900,5.0782
0.7500,5.8782
0.5700,4.4982
0.8600,5.7282
0.9000,5.4582
0.6700,5.5082
0.8000,5.7682
0.6300,5.0182
0.5600,5.1482
0.6300,5.2582
0.5200,4.5982
0.7800,0.7782
0.7300,5.8182
0.7200,5.8882
0.5900,4.8082
0.7600,3.8282
0.6500,5.1482
0.7600,5.1182
0.7500,5.6882
0.5400,4.3082
0.7000,5.4782
0.7200,5.3282
0.8400,5.6982
0.5900,4.7682
0.7300,5.6882
0.6200,3.8882
0.5400,4.8582
0.6500,5.1782
0.5500,4.4482
0.6100,4.0182
0.9400,5.7882
0.5900,5.0082
0.7700,5.2782
0.6400,5.2182
0.8400,5.2282
0.9200,4.5682
0.5200,4.6682
0.8200,5.7082
0.6600,5.0182
0.9500,5.4382
0.4400,4.9982
0.3400,4.0882
0.3900,5.1882
0.7100,5.9282
0.8300,5.7082
0.7400,5.8182
0.7700,5.7482
0.6600,5.2482
0.6700,5.1882
0.4900,4.9182
0.7200,3.7782
0.8100,5.7782
0.5700,4.3382
0.5700,4.5982
0.6100,4.8282
0.6500,5.6782
0.9400,5.1882
0.7200,5.8982
0.6600,5.4282
0.5700,4.5682
0.5700,5.4682
0.5400,5.7582
0.6700,5.4382
0.5700,4.4282
0.5700,4.8882
0.6800,5.2382
0.5700,4.8282
0.7100,5.4782
0.5500,4.0582
0.5700,4.9782
0.7400,5.2882
0.6700,4.9682
0.9200,4.5482
0.6200,5.8182
0.7100,5.4282
0.5900,4.3382
0.7900,5.5582
0.6300,4.7382
0.8800,5.3082
0.7400,5.8082
0.5800,4.6782
0.5800,4.7682
0.5900,5.0282
0.5600,4.4282
0.4300,4.9382
0.5900,4.5782
0.7500,5.7182
0.7000,5.6782
0.8800,5.6882
0.6600,5.3482
0.5900,5.2182
0.6100,3.9882
0.5700,5.0582
0.7800,3.7082
0.6900,5.1982
0.6800,5.1082
0.6300,5.3082
0.7700,5.7682
0.8600,5.7082
0.8600,5.6882
0.6100,4.1882
0.5600,5.4982
0.5800,5.2182
0.6200,5.6182
0.6000,4.7782
0.5400,4.6682
0.7800,5.7682
0.7500,2.5482
0.5800,4.7682
0.7300,5.3682
0.5300,5.4182
0.4500,5.9982
0.5500,4.1782
0.5000,4.5482
0.6100,4.9682
0.5300,5.9382
0.5700,4.6382
0.8300,5.6682
0.5700,4.5382
0.7500,3.7982
0.7900,5.6382
0.5900,5.1282
0.5900,4.9982
0.7300,5.1682
0.7100,5.4182
0.5100,5.1782
0.6100,4.4482
0.6900,3.6182
0.6500,4.0882
0.6500,5.1682
0.8000,2.2282
0.7800,3.8382
0.7900,5.6682
0.5700,4.9082
0.5700,4.3982
0.5500,4.7282
0.7600,5.1582
0.6300,5.0682
0.6700,5.5482
0.8000,5.6182
0.6700,5.2682
0.8200,5.7182
0.7700,3.8282
0.6500,5.0282
0.5500,4.5182
0.6000,4.8282
0.6400,4.3982
0.6000,4.7782
0.7600,5.5582
0.6200,4.5782
0.5900,4.7882
0.6200,5.0882
0.6300,5.1082
0.7600,5.7282
1.4000,4.6182
0.8700,2.0782
0.6500,5.0882
0.6100,5.1582
0.6000,4.1982
0.6100,4.3982
0.6700,5.2582
0.7400,5.6482
0.7200,5.0482
0.7900,5.4482
0.4000,5.5382
0.6000,3.9782
0.6200,4.5982
0.8000,3.1082
0.5500,4.2382
0.8800,1.7682
0.6400,5.6082
0.5600,5.1082
0.6500,3.5182
0.5800,4.7082
0.7900,5.5482
0.6800,4.8782
0.7600,0.7582
0.5900,5.2082
0.5600,3.9882
0.7100,5.5282
0.6300,4.0382
0.5700,4.5382
0.8300,5.6582
0.5800,4.7982
0.5500,4.5982
0.5800,5.1682
0.6400,5.0082
0.6200,5.1582
0.6500,3.8482
0.5900,4.6082
0.5400,4.0882
0.6400,5.0482
0.5500,4.6182
0.5600,4.2282
0.7700,5.5882
0.6700,5.5882
0.6400,5.3882
0.6200,4.5482
0.4800,4.6182
0.6100,4.4882
0.7100,5.7382
0.6600,5.0082
0.6200,4.7382
0.6200,5.1182
0.7500,5.4882
0.6400,4.7082
0.6100,4.8382
0.7100,5.1982
0.6000,5.0782
0.4900,3.7182
0.7000,5.3682
0.7200,5.4282
0.7100,5.3882
0.6300,5.8882
0.6100,4.7482
0.5900,4.3082
0.5700,4.5182
0.6400,4.8782
0.8400,5.5182
0.5500,5.4482
0.5900,4.3182
0.5800,4.0082
0.6500,3.7482
0.5900,4.6782
0.6700,4.5382
0.6200,5.0682
0.6100,4.6682
0.5800,4.9582
0.5900,4.6582
0.6400,4.4682
0.6100,4.7382
0.5000,3.8582
0.5800,4.5382
0.6800,3.7182
0.5200,4.4182
0.5900,3.6382
0.4900,4.0482
1.2100,4.3282
0.6200,4.8182
0.6400,4.5082
0.4100,4.2282
0.6500,4.3782
0.5900,4.7482
0.7000,4.9482
0.6100,5.1782
0.6300,5.1382
0.6600,5.2782
0.6900,5.2882
0.4500,3.6182
0.6600,5.2882
0.4800,4.0582
0.6500,5.0982
0.5500,4.4182
0.6200,4.7582
0.5200,4.0182
0.5800,4.0682
0.7000,5.4382
0.6400,4.9182
0.7900,3.3382
0.7200,5.3482
1.0000,4.2982
0.9900,4.6182
0.6900,5.3082
0.7500,5.5682
0.5800,4.8082
0.7000,5.3482
0.4900,4.0482
0.8000,0.7882
0.6600,5.4282
0.7200,5.5282
0.4800,4.2982
0.6500,4.1882
0.6200,4.3082
0.6100,4.5382
0.6400,5.4682
0.8100,2.6182
0.7400,5.4282
0.5300,5.6982
0.8200,5.5782
0.6100,5.4182
0.6600,4.9482
0.6800,3.9882
0.8000,3.3182
0.7400,5.4482
0.6900,5.3382
0.7200,5.7082
0.6800,5.2182
0.7800,5.6182
0.6100,4.1482
0.6400,5.1182
0.6300,5.0682
0.7000,5.3782
0.6100,4.5682
0.6500,5.2582
0.6400,3.9582
0.6700,5.2782
0.6200,4.7882
0.7000,5.5482
0.7300,5.5882
0.7400,5.6582
0.5900,4.3182
0.5800,4.8382
0.7500,5.7082
0.6300,4.7982
0.7500,5.6782
0.7100,5.1082
0.6000,4.1382
0.5800,5.0382
0.8400,2.2382
0.6400,4.1382
0.5900,4.6182
1.0700,4.9882
0.7100,3.8182
0.6000,4.3282
0.7400,3.7282
0.2300,5.7182
0.8400,5.2282
0.6700,5.6882
0.6400,4.9782
0.6800,5.2482
0.6100,4.4082
0.5300,4.6982
0.6300,5.0982
0.6600,4.8282
0.7500,5.2182
0.8500,3.3482
0.6200,4.9082
0.6100,4.2682
0.6400,5.0782
0.9100,1.3782
0.6500,4.9382
0.6100,4.4782
0.7300,5.8182
0.6600,4.3282
0.6900,5.4582
0.9700,4.6582
0.6700,5.2382
0.5700,4.5682
0.6500,3.9982
0.5900,3.8882
0.6400,4.1082
0.6200,4.8082
0.6000,4.0782
0.8100,3.8282
0.5900,4.4782
0.6200,4.0282
0.6600,3.9282
0.4300,4.4482
0.5600,4.2182
0.5900,4.2582
0.6600,4.3182
0.6200,4.0882
0.5900,4.1582
0.6600,4.0382
0.6900,5.1982
0.6800,4.5282
0.7000,3.9782
0.6600,4.1982
0.6100,3.9982
0.7500,3.9582
0.9400,4.3282
1.3000,4.8482
0.7700,3.9282
0.6300,5.7082
1.1900,5.4182
0.9800,5.6082
